Offer_Id,Entitlement_Name,Entitlement_Parent_Name,Partial_PDP,Needs_Base_Game,Base_Game_Rows,Bundle,Bundle_rows,Game_Library_Image_Name
Origin.OFR.50.0001547,Battlefield™ 1 Shortcut Kit: Infantry Bundle,Battlefield™ 1 Shortcut Kit: Infantry Bundle,/store/battlefield/battlefield-1/addon/battlefield-1-shortcut-kit-infantry-bundle,TRUE,114,FALSE,,Battlefield™ 1 Shortcut Kit: Infantry Bundle
Origin.OFR.50.0001548,Battlefield™ 1 Shortcut Kit: Medic Bundle,Battlefield™ 1 Shortcut Kit: Medic Bundle,/store/battlefield/battlefield-1/addon/battlefield-1-shortcut-kit-medic-bundle,TRUE,114,FALSE,,Battlefield™ 1 Shortcut Kit: Medic Bundle
Origin.OFR.50.0001549,Battlefield™ 1 Shortcut Kit: Support Bundle,Battlefield™ 1 Shortcut Kit: Support Bundle,/store/battlefield/battlefield-1/addon/battlefield-1-shortcut-kit-support-bundle,TRUE,114,FALSE,,Battlefield™ 1 Shortcut Kit: Support Bundle
Origin.OFR.50.0001550,Battlefield™ 1 Shortcut Kit: Assault Bundle,Battlefield™ 1 Shortcut Kit: Assault Bundle,/store/battlefield/battlefield-1/addon/battlefield-1-shortcut-kit-assault-bundle,TRUE,114,FALSE,,Battlefield™ 1 Shortcut Kit: Assault Bundle
Origin.OFR.50.0001780,Battlefield™ 1 Heroes of the Great War Bundle,Battlefield™ 1 Heroes of the Great War Bundle,/store/battlefield/battlefield-1/addon/battlefield-1-heroes-of-the-great-war-bundle,TRUE,114,FALSE,,Battlefield™ 1 Heroes of the Great War Bundle
Origin.OFR.50.0001576,Battlefield™ 1 They Shall Not Pass,Battlefield™ 1 They Shall Not Pass,/store/battlefield/battlefield-1/expansion/battlefield-1-they-shall-not-pass,TRUE,114,FALSE,,Battlefield™ 1 They Shall Not Pass
Origin.OFR.50.0001577,Battlefield™ 1 In the Name of the Tsar,Battlefield™ 1 In the Name of the Tsar,/store/battlefield/battlefield-1/expansion/battlefield-1-in-the-name-of-the-tsar,TRUE,114,FALSE,,Battlefield™ 1 In the Name of the Tsar
Origin.OFR.50.0001578,Battlefield™ 1 Turning Tides,Battlefield™ 1 Turning Tides,/store/battlefield/battlefield-1/expansion/battlefield-1-turning-tides,TRUE,114,FALSE,,Battlefield™ 1 Turning Tides
Origin.OFR.50.0001579,Battlefield™ 1 Apocalypse,Battlefield™ 1 Apocalypse,/store/battlefield/battlefield-1/expansion/battlefield-1-apocalypse,TRUE,114,FALSE,,Battlefield™ 1 Apocalypse
Origin.OFR.50.0002525,Battlefield™ Anniversary Bundle,Battlefield™ Anniversary Bundle,/store/battlefield/battlefield-anniversary-bundle,FALSE,,TRUE,"114,94,58",Battlefield™ Anniversary Bundle
Origin.OFR.50.0001958,Beholder,Beholder,/store/beholder/beholder,FALSE,,FALSE,,Beholder
Origin.OFR.50.0002145,Beholder: Blissful Sleep,Beholder: Blissful Sleep,/store/beholder/beholder-blissful-sleep,FALSE,,FALSE,,Beholder: Blissful Sleep
OFB-EAST:49753,Bejeweled® 3,Bejeweled® 3,/store/bejeweled/bejeweled-3,FALSE,,FALSE,,Bejeweled® 3
OFB-EAST:109550788,Bejeweled Twist™,Bejeweled Twist™,/store/bejeweled/bejeweled-twist,FALSE,,FALSE,,Bejeweled Twist™
OFB-EAST:109552136,Big Money™,Big Money™,/store/big-money/big-money,FALSE,,FALSE,,Big Money™
DR:226584800,1600 BioWare Points,BioWare Points,/store/bioware/bioware-points/currency,TRUE,204,FALSE,,1600 BioWare Points
DR:226588000,800 BioWare Points,BioWare Points,/store/bioware/bioware-points/currency,TRUE,204,FALSE,,800 BioWare Points
Origin.OFR.50.0002508,Black Mirror,Black Mirror,/store/black-mirror/black-mirror,FALSE,,FALSE,,Black Mirror
Origin.OFR.50.0000445,Blackguards,Blackguards,/store/blackguards/blackguards,FALSE,,FALSE,,Blackguards
Origin.OFR.50.0000857,The Book of Unwritten Tales 2,The Book of Unwritten Tales 2,/store/book-of-unwritten-tales/the-book-of-unwritten-tales-2,FALSE,,FALSE,,The Book of Unwritten Tales 2
Origin.OFR.50.0000863,The Book of Unwritten Tales 2 Almanac Edition,The Book of Unwritten Tales 2,/store/book-of-unwritten-tales/the-book-of-unwritten-tales-2,FALSE,,FALSE,,The Book of Unwritten Tales 2 Almanac Edition
OFB-EAST:109547078,The Book of Unwritten Tales: The Critter Chronicles Standard Edition,The Book of Unwritten Tales: The Critter Chronicles Standard Edition,/store/book-of-unwritten-tales/the-book-of-unwritten-tales-the-critter-chronicles-standard-edition,FALSE,,FALSE,,The Book of Unwritten Tales: The Critter Chronicles Standard Edition
Origin.OFR.50.0000508,Bound by Flame,Bound by Flame,/store/bound-by-flame/bound-by-flame,FALSE,,FALSE,,Bound by Flame
Origin.OFR.50.0002227,BULLETSTORM - LITE,BULLETSTORM - LITE,/store/bulletstorm/bulletstorm-lite,FALSE,,FALSE,,BULLETSTORM - LITE
DR:106479900,Burnout™ Paradise The Ultimate Box,Burnout™ Paradise The Ultimate Box,/store/burnout/burnout-paradise,FALSE,,FALSE,,Burnout™ Paradise The Ultimate Box
OFB-EAST:64817,Burnout™ Paradise Bonus Vehicle Pack,Burnout™ Paradise Bonus Vehicle Pack,/store/burnout/burnout-paradise/addon/burnout-paradise-bonus-vehicle-pack,TRUE,150,FALSE,,Burnout™ Paradise Bonus Vehicle Pack
Origin.OFR.50.0002537,Burnout™ Paradise Remastered,Burnout™ Paradise Remastered,/store/burnout/burnout-paradise-remastered,FALSE,,FALSE,,Burnout™ Paradise Remastered
OFB-EAST:56399,CITIES XL 2012,CITIES XL 2012,/store/cities/cities-xl-2012,FALSE,,FALSE,,CITIES XL 2012
OFB-EAST:54863,Command & Conquer™ The Ultimate Collection,Command & Conquer™ The Ultimate Collection,/store/command-and-conquer/command-and-conquer-the-ultimate-collection,FALSE,,TRUE,"155,156,157,158,159",Command & Conquer™ The Ultimate Collection
DR:72859500,Command & Conquer 3 Tiberium Wars™,Command & Conquer 3 Tiberium Wars™,/store/command-and-conquer/command-and-conquer-3,FALSE,,FALSE,,Command & Conquer 3 Tiberium Wars™
DR:93493700,Command & Conquer™ 3: Kane’s Wrath,Command & Conquer™ 3: Kane’s Wrath,/store/command-and-conquer/command-and-conquer-3/expansion/command--conquer-3-kane-s-wrath,TRUE,155,FALSE,,Command & Conquer™ 3: Kane’s Wrath
DR:106608500,Command & Conquer™ Red Alert™ 3,Command & Conquer™ Red Alert™ 3,/store/command-and-conquer/command-and-conquer-red-alert-3,FALSE,,FALSE,,Command & Conquer™ Red Alert™ 3
DR:110709700,Command & Conquer™ Red Alert™ 3: Uprising,Command & Conquer™ Red Alert™ 3: Uprising,/store/command-and-conquer/command-and-conquer-red-alert-3/expansion/command--conquer-red-alert-3-uprising,TRUE,157,FALSE,,Command & Conquer™ Red Alert™ 3: Uprising
DR:139544900,Command & Conquer™ 4 Tiberian Twilight,Command & Conquer™ 4 Tiberian Twilight,/store/command-and-conquer/command-and-conquer-4,FALSE,,FALSE,,Command & Conquer™ 4 Tiberian Twilight
Origin.OFR.50.0000005,Command & Conquer: Tiberium Alliances,Command & Conquer: Tiberium Alliances,/store/command-and-conquer/command-and-conquer-tiberium-alliances,FALSE,,FALSE,,Command & Conquer: Tiberium Alliances
DR:272154500,Tiberium Alliances Funds,Tiberium Alliances Funds,/store/command-and-conquer/command-and-conquer-tiberium-alliances/currency,TRUE,160,FALSE,,Tiberium Alliances Funds
DR:231812900,Crusader: No Remorse™,Crusader: No Remorse™,/store/crusader/crusader-no-remorse,FALSE,,FALSE,,Crusader: No Remorse™
OFB-EAST:39132,Crusader: No Regret™,Crusader: No Regret™,/store/crusader/crusader-no-regret,FALSE,,FALSE,,Crusader: No Regret™
OFB-EAST:57289,Crysis®,Crysis®,/store/crysis/crysis,FALSE,,FALSE,,Crysis®
DR:105905500,Crysis Warhead®,Crysis Warhead®,/store/crysis/crysis-warhead/expansion/crysis-warhead,FALSE,,FALSE,,Crysis Warhead®
OFB-EAST:49464,Crysis® 2 Maximum Edition,Crysis® 2 Maximum Edition,/store/crysis/crysis-2,FALSE,,FALSE,,Crysis® 2 Maximum Edition
OFB-EAST:49459,Crysis® 3,Crysis® 3,/store/crysis/crysis-3,FALSE,,FALSE,,Crysis® 3
Origin.OFR.50.0001097,Crysis® 3 Digital Deluxe Edition,Crysis® 3,/store/crysis/crysis-3,FALSE,,FALSE,,Crysis® 3 Hunter Edition
OFB-EAST:55842,Crysis® 3: The Lost Island,Crysis® 3: The Lost Island,/store/crysis/crysis-3/addon/crysis-3-the-lost-island,TRUE,167,FALSE,,Crysis® 3: The Lost Island
Origin.OFR.50.0001109,Crysis® 3 Digital Deluxe Upgrade,Crysis® 3 Digital Deluxe Upgrade,/store/crysis/crysis-3/addon/crysis-3-digital-deluxe-upgrade,TRUE,167,FALSE,,Crysis® 3 Digital Deluxe Upgrade
Origin.OFR.50.0001103,Crysis® Trilogy,Crysis® Trilogy,/store/crysis/crysis-trilogy,FALSE,,TRUE,"164,165,166,168",Crysis® Trilogy
OFB-EAST:109551149,DARK,DARK,/store/dark/dark,FALSE,,FALSE,,DARK
DR:181833900,Dark Age of Camelot™ 1 Month Time Code,Dark Age of Camelot™ 1 Month Time Code,/store/dark-age-of-camelot/dark-age-of-camelot/game-time/dark-age-of-camelot-1-month-time-code,FALSE,,FALSE,,Dark Age of Camelot™ 1 Month Time Code
DR:181834000,Dark Age of Camelot™ 3 Month Time Code,Dark Age of Camelot™ 3 Month Time Code,/store/dark-age-of-camelot/dark-age-of-camelot/game-time/dark-age-of-camelot-3-month-time-code,FALSE,,FALSE,,Dark Age of Camelot™ 3 Month Time Code
DR:181834100,Dark Age of Camelot™ 6 Month Time Code,Dark Age of Camelot™ 6 Month Time Code,/store/dark-age-of-camelot/dark-age-of-camelot/game-time/dark-age-of-camelot-6-month-time-code,FALSE,,FALSE,,Dark Age of Camelot™ 6 Month Time Code
Origin.OFR.50.0002313,Dark Age of Camelot™ 425 Mithril Pack,Dark Age of Camelot Mithril Packs,/store/dark-age-of-camelot/dark-age-of-camelot/currency,FALSE,,FALSE,,Dark Age of Camelot™ 425 Mithril Pack
Origin.OFR.50.0002315,"Dark Age of Camelot™ 2,200 Mithril Pack",Dark Age of Camelot Mithril Packs,/store/dark-age-of-camelot/dark-age-of-camelot/currency,FALSE,,FALSE,,"Dark Age of Camelot™ 2,200 Mithril Pack"
Origin.OFR.50.0002314,Dark Age of Camelot™ 975 Mithril Pack,Dark Age of Camelot Mithril Packs,/store/dark-age-of-camelot/dark-age-of-camelot/currency,FALSE,,FALSE,,Dark Age of Camelot™ 975 Mithril Pack
Origin.OFR.50.0002316,"Dark Age of Camelot™ 5,750 Mithril Pack",Dark Age of Camelot Mithril Packs,/store/dark-age-of-camelot/dark-age-of-camelot/currency,FALSE,,FALSE,,"Dark Age of Camelot™ 5,750 Mithril Pack"
Origin.OFR.50.0001899,Darksiders Warmastered Edition,Darksiders Warmastered Edition,/store/darksiders/darksiders,FALSE,,FALSE,,Darksiders Warmastered Edition
Origin.OFR.50.0001234,Darksiders II Deathinitive Edition,Darksiders II Deathinitive Edition,/store/darksiders/darksiders-ii,FALSE,,FALSE,,Darksiders II Deathinitive Edition
Origin.OFR.50.0001956,DEAD IN BERMUDA,DEAD IN BERMUDA,/store/dead-in-bermuda/dead-in-bermuda,FALSE,,FALSE,,DEAD IN BERMUDA
Origin.OFR.50.0001957,Dead In Vinland,Dead In Vinland,/store/dead-in-vinland/dead-in-vinland,FALSE,,FALSE,,Dead In Vinland
OFB-EAST:56556,Dead Island - Game of the Year Edition,Dead Island - Game of the Year Edition,/store/dead-island/dead-island,FALSE,,FALSE,,Dead Island - Game of the Year Edition
OFB-EAST:109549360,Dead Island Riptide,Dead Island Riptide,/store/dead-island/dead-island-riptide,FALSE,,FALSE,,Dead Island Riptide
OFB-EAST:109547468,Dead Space™,Dead Space™,/store/dead-space/dead-space,FALSE,,FALSE,,Dead Space™
OFB-EAST:55619,Dead Space™ 2,Dead Space™ 2,/store/dead-space/dead-space-2,FALSE,,FALSE,,Dead Space™ 2
OFB-EAST:50885,Dead Space™ 3,Dead Space™ 3,/store/dead-space/dead-space-3,FALSE,,FALSE,,Dead Space™ 3
OFB-EAST:109546295,Dead Space™ 3 Awakened,Dead Space™ 3 Awakened,/store/dead-space/dead-space-3/expansion/dead-space-3-awakened,TRUE,188,FALSE,,Dead Space™ 3 Awakened
OFB-EAST:109546298,Dead Space™ 3 Tundra Recon Pack,Dead Space™ 3 Tundra Recon Pack,/store/dead-space/dead-space-3/addon/dead-space-3-tundra-recon-pack,TRUE,188,FALSE,,Dead Space™ 3 Tundra Recon Pack
OFB-EAST:109546299,Dead Space™ 3 Marauder Pack,Dead Space™ 3 Marauder Pack,/store/dead-space/dead-space-3/addon/dead-space-3-marauder-pack,TRUE,188,FALSE,,Dead Space™ 3 Marauder Pack
OFB-EAST:109546300,Dead Space™ 3 Sharpshooter Pack,Dead Space™ 3 Sharpshooter Pack,/store/dead-space/dead-space-3/addon/dead-space-3-sharpshooter-pack,TRUE,188,FALSE,,Dead Space™ 3 Sharpshooter Pack
OFB-EAST:109546301,Dead Space™ 3 First Contact Pack,Dead Space™ 3 First Contact Pack,/store/dead-space/dead-space-3/addon/dead-space-3-first-contact-pack,TRUE,188,FALSE,,Dead Space™ 3 First Contact Pack
OFB-EAST:109546302,Dead Space™ 3 Witness the Truth Pack,Dead Space™ 3 Witness the Truth Pack,/store/dead-space/dead-space-3/addon/dead-space-3-witness-the-truth-pack,TRUE,188,FALSE,,Dead Space™ 3 Witness the Truth Pack
OFB-EAST:109546360,Dead Space™ 3 Bot Personality Pack,Dead Space™ 3 Bot Personality Pack,/store/dead-space/dead-space-3/addon/dead-space-3-bot-personality-pack,TRUE,188,FALSE,,Dead Space™ 3 Bot Personality Pack
OFB-EAST:109546361,Dead Space™ 3 Bot Capacity Upgrade,Dead Space™ 3 Bot Capacity Upgrade,/store/dead-space/dead-space-3/addon/dead-space-3-bot-capacity-upgrade,TRUE,188,FALSE,,Dead Space™ 3 Bot Capacity Upgrade
OFB-EAST:109546362,Dead Space™ 3 Bot Accelerator,Dead Space™ 3 Bot Accelerator,/store/dead-space/dead-space-3/addon/dead-space-3-bot-accelerator,TRUE,188,FALSE,,Dead Space™ 3 Bot Accelerator
OFB-EAST:109546363,Dead Space™ 3 EG-900 SMG,Dead Space™ 3 EG-900 SMG,/store/dead-space/dead-space-3/addon/dead-space-3-eg-900-smg,TRUE,188,FALSE,,Dead Space™ 3 EG-900 SMG
OFB-EAST:109546714,Dead Space™ 3 Enervator,Dead Space™ 3 Enervator,/store/dead-space/dead-space-3/addon/dead-space-3-enervator,TRUE,188,FALSE,,Dead Space™ 3 Enervator
OFB-EAST:59716,Dead Space™ 3 Tau Volantis Survival Kit,Dead Space™ 3 Tau Volantis Survival Kit,/store/dead-space/dead-space-3/addon/dead-space-3-tau-volantis-survival-kit,TRUE,188,FALSE,,Dead Space™ 3 Tau Volantis Survival Kit
OFB-EAST:1000009,Goodbye Deponia,Goodbye Deponia,/store/deponia/goodbye-deponia,FALSE,,FALSE,,Goodbye Deponia
OFB-EAST:109546497,DmC Devil May Cry™,DmC Devil May Cry™,/store/devil-may-cry/dmc-devil-may-cry,FALSE,,FALSE,,DmC Devil May Cry™
Origin.OFR.50.0002382,Distrust,Distrust,/store/distrust/distrust,FALSE,,FALSE,,Distrust
OFB-EAST:51582,Dragon Age™: Origins,Dragon Age™: Origins,/store/dragon-age/dragon-age-origins,FALSE,,FALSE,,Dragon Age™: Origins
Origin.OFR.50.0001540,Dragon Age™: Origins Digital Deluxe Edition,Dragon Age™: Origins,/store/dragon-age/dragon-age-origins,FALSE,,FALSE,,Dragon Age™: Origins Digital Deluxe Edition
Origin.OFR.50.0001535,Dragon Age™: Origins - Ultimate Edition,Dragon Age™: Origins,/store/dragon-age/dragon-age-origins,FALSE,,FALSE,,Dragon Age™: Origins - Ultimate Edition
DR:169789300,Dragon Age™: Origins - Awakening,Dragon Age™: Origins - Awakening,/store/dragon-age/dragon-age-origins/expansion/dragon-age-origins--awakening,TRUE,205,FALSE,,Dragon Age™: Origins - Awakening
Origin.OFR.50.0002449,Dragon Age: Origins DLC Bundle ,Dragon Age: Origins DLC Bundle ,/store/dragon-age/dragon-age-origins/addon/dragon-age-origins-dlc-bundle-,TRUE,205,TRUE,207,Dragon Age: Origins DLC Bundle
OFB-EAST:59474,Dragon Age™ II,Dragon Age™ II,/store/dragon-age/dragon-age-ii,FALSE,,FALSE,,Dragon Age™ II
Origin.OFR.50.0002450,Dragon Age II DLC Bundle,Dragon Age II DLC Bundle,/store/dragon-age/dragon-age-ii/addon/dragon-age-ii-dlc-bundle,TRUE,209,FALSE,,Dragon Age II DLC Bundle
OFB-EAST:51937,Dragon Age™: Inquisition,Dragon Age™: Inquisition (Trial),/store/dragon-age/dragon-age-inquisition,FALSE,,FALSE,,Dragon Age™: Inquisition
OFB-EAST:1000032,Dragon Age™: Inquisition Digital Deluxe,Dragon Age™: Inquisition (Trial),/store/dragon-age/dragon-age-inquisition,FALSE,,FALSE,,Dragon Age™: Inquisition Digital Deluxe
Origin.OFR.50.0001131,Dragon Age™: Inquisition - Game of the Year Edition,Dragon Age™: Inquisition (Trial),/store/dragon-age/dragon-age-inquisition,FALSE,,FALSE,,Dragon Age™: Inquisition - Game of the Year Edition
OFB-EAST:1000025,Dragon Age™: Inquisition Deluxe Upgrade,Dragon Age™: Inquisition Deluxe Upgrade,/store/dragon-age/dragon-age-inquisition/addon/dragon-age-inquisition-deluxe-upgrade,TRUE,211,FALSE,,Dragon Age™: Inquisition Deluxe Upgrade
Origin.OFR.50.0000665,Dragon Age™: Inquisition English Voice Over Pack,Dragon Age™: Inquisition English Voice Over Pack,/store/dragon-age/dragon-age-inquisition/addon/dragon-age-inquisition-english-voice-over-pack,TRUE,211,FALSE,,Dragon Age™: Inquisition English Voice Over Pack
Origin.OFR.50.0000674,Dragon Age™: Inquisition - Destruction Multiplayer Expansion,Dragon Age™: Inquisition - Destruction Multiplayer Expansion,/store/dragon-age/dragon-age-inquisition/addon/dragon-age-inquisition--destruction-multiplayer-expansion,TRUE,211,FALSE,,Dragon Age™: Inquisition - Destruction Multiplayer Expansion
Origin.OFR.50.0000675,Dragon Age™: Inquisition - Jaws of Hakkon,Dragon Age™: Inquisition - Jaws of Hakkon,/store/dragon-age/dragon-age-inquisition/addon/dragon-age-inquisition--jaws-of-hakkon,TRUE,211,FALSE,,Dragon Age™: Inquisition - Jaws of Hakkon
Origin.OFR.50.0000828,Dragon Age™: Inquisition - Dragonslayer Multiplayer Expansion,Dragon Age™: Inquisition - Dragonslayer Multiplayer Expansion,/store/dragon-age/dragon-age-inquisition/addon/dragon-age-inquisition--dragonslayer-multiplayer-expansion,TRUE,211,FALSE,,Dragon Age™: Inquisition - Dragonslayer Multiplayer Expansion
Origin.OFR.50.0000858,Dragon Age™: Inquisition - The Black Emporium,Dragon Age™: Inquisition - The Black Emporium,/store/dragon-age/dragon-age-inquisition/addon/dragon-age-inquisition--the-black-emporium,TRUE,211,FALSE,,Dragon Age™: Inquisition - The Black Emporium
Origin.OFR.50.0000985,Dragon Age™: Inquisition - Spoils of the Avvar,Dragon Age™: Inquisition - Spoils of the Avvar,/store/dragon-age/dragon-age-inquisition/addon/dragon-age-inquisition--spoils-of-the-avvar,TRUE,211,FALSE,,Dragon Age™: Inquisition - Spoils of the Avvar
Origin.OFR.50.0001047,Dragon Age™: Inquisition - Spoils of the Qunari,Dragon Age™: Inquisition - Spoils of the Qunari,/store/dragon-age/dragon-age-inquisition/addon/dragon-age-inquisition--spoils-of-the-qunari,TRUE,211,FALSE,,Dragon Age™: Inquisition - Spoils of the Qunari
Origin.OFR.50.0001055,Dragon Age™: Inquisition - The Descent,Dragon Age™: Inquisition - The Descent,/store/dragon-age/dragon-age-inquisition/addon/dragon-age-inquisition--the-descent,TRUE,211,FALSE,,Dragon Age™: Inquisition - The Descent
Origin.OFR.50.0001056,Dragon Age™: Inquisition - Trespasser,Dragon Age™: Inquisition - Trespasser,/store/dragon-age/dragon-age-inquisition/addon/dragon-age-inquisition--trespasser,TRUE,211,FALSE,,Dragon Age™: Inquisition - Trespasser
Origin.OFR.50.0002276,Dragon Age™: Inquisition DLC Bundle,Dragon Age™: Inquisition DLC Bundle,/store/dragon-age/dragon-age-inquisition/addon/dragon-age-inquisition-dlc-bundle,TRUE,211,TRUE,"222,223,217,220,221",Dragon Age™: Inquisition DLC Bundle
Origin.OFR.50.0000201,Dragon Age™ Multiplayer 300 Platinum,Dragon Age Inquisition Multiplayer Platinum Packs,/store/dragon-age/dragon-age-inquisition/currency,TRUE,211,FALSE,,Dragon Age™ Multiplayer 300 Platinum
Origin.OFR.50.0000202,Dragon Age™ Multiplayer 1025 Platinum,Dragon Age Inquisition Multiplayer Platinum Packs,/store/dragon-age/dragon-age-inquisition/currency,TRUE,211,FALSE,,Dragon Age™ Multiplayer 1025 Platinum
Origin.OFR.50.0000203,Dragon Age™ Multiplayer 2150 Platinum,Dragon Age Inquisition Multiplayer Platinum Packs,/store/dragon-age/dragon-age-inquisition/currency,TRUE,211,FALSE,,Dragon Age™ Multiplayer 2150 Platinum
Origin.OFR.50.0000204,Dragon Age™ Multiplayer 3300 Platinum,Dragon Age Inquisition Multiplayer Platinum Packs,/store/dragon-age/dragon-age-inquisition/currency,TRUE,211,FALSE,,Dragon Age™ Multiplayer 3300 Platinum
Origin.OFR.50.0000555,Dragon Age™ Multiplayer 5600 Platinum,Dragon Age Inquisition Multiplayer Platinum Packs,/store/dragon-age/dragon-age-inquisition/currency,TRUE,211,FALSE,,Dragon Age™ Multiplayer 5600 Platinum
Origin.OFR.50.0000556,Dragon Age™ Multiplayer 11500 Platinum,Dragon Age Inquisition Multiplayer Platinum Packs,/store/dragon-age/dragon-age-inquisition/currency,TRUE,211,FALSE,,Dragon Age™ Multiplayer 11500 Platinum
DR:231813000,Dungeon Keeper™,Dungeon Keeper™,/store/dungeon-keeper/dungeon-keeper,FALSE,,FALSE,,Dungeon Keeper™
OFB-EAST:39131,Dungeon Keeper™ 2,Dungeon Keeper™ 2,/store/dungeon-keeper/dungeon-keeper-2,FALSE,,FALSE,,Dungeon Keeper™ 2
Origin.OFR.50.0001371,Dungeons of Dredmor Complete,Dungeons of Dredmor Complete,/store/dungeonsofdredmor/dungeons-of-dredmor,FALSE,,FALSE,,Dungeons of Dredmor Complete
OFB-EAST:109552140,Dynomite!™,Dynomite!™,/store/dynomite/dynomite-,FALSE,,FALSE,,Dynomite!™
Origin.OFR.50.0002320,ELEX,ELEX,/store/elex/elex,FALSE,,FALSE,,ELEX
Origin.OFR.50.0001938,Epistory - Typing Chronicles,Epistory - Typing Chronicles,/store/epistory/epistory,FALSE,,FALSE,,Epistory - Typing Chronicles
OFB-EAST:109552131,Escape Whisper Valley™,Escape Whisper Valley™,/store/escape/escape-whisper-valley,FALSE,,FALSE,,Escape Whisper Valley™
OFB-EAST:109552141,Escape The Emerald Star™,Escape The Emerald Star™,/store/escape/escape-the-emerald-star,FALSE,,FALSE,,Escape The Emerald Star™
Origin.OFR.50.0000301,Escape Rosecliff Island™,Escape Rosecliff Island™,/store/escape/escape-rosecliff-island,FALSE,,FALSE,,Escape Rosecliff Island™
OFB-EAST:55705,Euro Truck Simulator 2,Euro Truck Simulator 2,/store/euro-truck-simulator/euro-truck-simulator-2,FALSE,,FALSE,,Euro Truck Simulator 2
Origin.OFR.50.0000819,EVE Online Core Starter Pack,EVE Online Core Starter Pack,/store/eve-online/eve-online/game-time/eve-online-core-starter-pack,FALSE,,FALSE,,EVE Online Core Starter Pack
OFB-EAST:57511,Far Cry® 3,Far Cry® 3,/store/far-cry/far-cry-3,FALSE,,FALSE,,Far Cry® 3
OFB-EAST:57513,Far Cry® 3 Deluxe Edition,Far Cry® 3,/store/far-cry/far-cry-3,FALSE,,FALSE,,Far Cry® 3 Deluxe Edition
Origin.OFR.50.0000630,Far Cry® 4,Far Cry 4,/store/far-cry/far-cry-4,FALSE,,FALSE,,Far Cry® 4
Origin.OFR.50.0000632,Far Cry® 4 Gold Edition,Far Cry 4,/store/far-cry/far-cry-4,FALSE,,FALSE,,Far Cry® 4 Gold Edition
Origin.OFR.50.0000640,Far Cry® 4 Season Pass,Far Cry® 4 Season Pass,/store/far-cry/far-cry-4/expansion/far-cry-4-season-pass,TRUE,244,FALSE,,Far Cry® 4 Season Pass
Origin.OFR.50.0000592,Far Cry® 3 Blood Dragon,Far Cry® 3 Blood Dragon,/store/far-cry/far-cry-3-blood-dragon,FALSE,,FALSE,,Far Cry® 3 Blood Dragon
OFB-EAST:56820,Farming-Simulator 2013®,Farming-Simulator 2013®,/store/farming-simulator/farming-simulator-2013,FALSE,,FALSE,,Farming-Simulator 2013®
Origin.OFR.50.0001787,Farming Simulator 17,Farming Simulator 17,/store/farming-simulator/farming-simulator-17,FALSE,,FALSE,,Farming Simulator 17
Origin.OFR.50.0002497,Fe,Fe,/store/fe/fe,FALSE,,FALSE,,Fe
OFB-EAST:51761,F.3.A.R.,F.3.A.R.,/store/fear/f3ar,FALSE,,FALSE,,F.3.A.R.
OFB-EAST:109552142,Feeding Frenzy™ 2 Deluxe,Feeding Frenzy™ 2 Deluxe,/store/feeding-frenzy/feeding-frenzy-2,FALSE,,FALSE,,Feeding Frenzy™ 2 Deluxe
Origin.OFR.50.0000462,FIFA 15,FIFA 15,/store/fifa/fifa-15,FALSE,,FALSE,,FIFA 15
OFB-FIFA:109555586,FIFA Points 100,FIFA Points,/store/fifa/fifa-15/currency,TRUE,253,FALSE,,FIFA Points 100
OFB-FIFA:109555619,FIFA Points 250,FIFA Points,/store/fifa/fifa-15/currency,TRUE,253,FALSE,,FIFA Points 250
OFB-FIFA:109555436,FIFA Points 500,FIFA Points,/store/fifa/fifa-15/currency,TRUE,253,FALSE,,FIFA Points 500
OFB-FIFA:109555437,FIFA Points 750,FIFA Points,/store/fifa/fifa-15/currency,TRUE,253,FALSE,,FIFA Points 750
OFB-FIFA:109555438,FIFA Points 1050,FIFA Points,/store/fifa/fifa-15/currency,TRUE,253,FALSE,,FIFA Points 1050
OFB-FIFA:109555439,FIFA Points 1575,FIFA Points,/store/fifa/fifa-15/currency,TRUE,253,FALSE,,FIFA Points 1575
OFB-FIFA:109555440,FIFA Points 2200,FIFA Points,/store/fifa/fifa-15/currency,TRUE,253,FALSE,,FIFA Points 2200
OFB-FIFA:109555441,FIFA Points 4600,FIFA Points,/store/fifa/fifa-15/currency,TRUE,253,FALSE,,FIFA Points 4600
Origin.OFR.50.0000781,FIFA 16,FIFA 16,/store/fifa/fifa-16,FALSE,,FALSE,,FIFA 16
Origin.OFR.50.0000914,100 FIFA 16 Points,FIFA 16 Points,/store/fifa/fifa-16/currency,TRUE,262,FALSE,,100 FIFA 16 Points
Origin.OFR.50.0000915,250 FIFA 16 Points,FIFA 16 Points,/store/fifa/fifa-16/currency,TRUE,262,FALSE,,250 FIFA 16 Points
Origin.OFR.50.0000916,500 FIFA 16 Points,FIFA 16 Points,/store/fifa/fifa-16/currency,TRUE,262,FALSE,,500 FIFA 16 Points
Origin.OFR.50.0000917,750 FIFA 16 Points,FIFA 16 Points,/store/fifa/fifa-16/currency,TRUE,262,FALSE,,750 FIFA 16 Points
Origin.OFR.50.0000918,"1,050 FIFA 16 Points",FIFA 16 Points,/store/fifa/fifa-16/currency,TRUE,262,FALSE,,"1,050 FIFA 16 Points"
Origin.OFR.50.0000919,"1,600 FIFA 16 Points",FIFA 16 Points,/store/fifa/fifa-16/currency,TRUE,262,FALSE,,"1,600 FIFA 16 Points"
